  nu       n         k        t       tcal
       3583.7317       1.1147974     0.041912356      0.90642317      0.90642238
       3583.9728       1.1148975     0.041646449      0.90725005      0.90724925
       3584.2139       1.1150776     0.041332999      0.90824078      0.90823997
       3584.4550       1.1153254     0.041087886      0.90903583      0.90903500
       3584.6961       1.1155901     0.040925977      0.90957811      0.90957727
       3584.9372       1.1158119     0.040862277      0.90980852      0.90980767
       3585.1783       1.1159109     0.040848742      0.90985880      0.90985794
       3585.4194       1.1160106     0.040500260      0.91094467      0.91094380
       3585.6605       1.1162619     0.040168643      0.91201084      0.91200996
       3585.9016       1.1165401     0.040055776      0.91240572      0.91240483
       3586.1427       1.1167685     0.039930789      0.91282810      0.91282719
       3586.3838       1.1169673     0.039821474      0.91319600      0.91319508
       3586.6249       1.1171681     0.039643836      0.91377653      0.91377560
       3586.8660       1.1174050     0.039498379      0.91426480      0.91426386
       3587.1071       1.1175793     0.039516868      0.91423112      0.91423017
       3587.3482       1.1176788     0.039384796      0.91465013      0.91464917
       3587.5893       1.1178176     0.039161814      0.91536015      0.91535918
       3587.8304       1.1179711     0.039027865      0.91579654      0.91579557
       3588.0715       1.1181163     0.038823630      0.91645047      0.91644949
       3588.3126       1.1182794     0.038626001      0.91708798      0.91708698
       3588.5537       1.1184531     0.038412823      0.91777664      0.91777563
       3588.7948       1.1186730     0.038151873      0.91862445      0.91862343
       3589.0359       1.1189316     0.037986184      0.91918303      0.91918200
       3589.2770       1.1191499     0.037911983      0.91944763      0.91944659
       3589.5181       1.1193047     0.037805939      0.91979914      0.91979809
       3589.7592       1.1194626     0.037583693      0.92051528      0.92051421
       3590.0003       1.1197009     0.037321275      0.92137410      0.92137302
       3590.2414       1.1199680     0.037219037      0.92173696      0.92173586
       3590.4825       1.1201972     0.037141422      0.92201503      0.92201392
       3590.7236       1.1203471     0.037150751      0.92200441      0.92200330
       3590.9647       1.1204132     0.037032991      0.92237601      0.92237489
       3591.2058       1.1205523     0.036687218      0.92347895      0.92347782
       3591.4469       1.1208091     0.036456471      0.92424477      0.92424362
       3591.6880       1.1210719     0.036362020      0.92458320      0.92458205
       3591.9291       1.1212356     0.036382318      0.92454063      0.92453946
       3592.1703       1.1213189     0.036238674      0.92499844      0.92499727
       3592.4114       1.1214661     0.035942914      0.92594886      0.92594767
       3592.6525       1.1216875     0.035742420      0.92661430      0.92661311
       3592.8936       1.1219109     0.035599500      0.92709876      0.92709755
       3593.1347       1.1220852     0.035519054      0.92737632      0.92737510
       3593.3758       1.1222258     0.035332454      0.92798296      0.92798173
       3593.6169       1.1224399     0.035038970      0.92894286      0.92894161
       3593.8580       1.1227140     0.034891776      0.92945207      0.92945082
       3594.0991       1.1229314     0.034854522      0.92960189      0.92960063
       3594.3402       1.1230725     0.034754446      0.92993587      0.92993459
       3594.5813       1.1232584     0.034476831      0.93084206      0.93084077
       3594.8224       1.1235219     0.034312735      0.93140379      0.93140249
       3595.0635       1.1237514     0.034266717      0.93158396      0.93158264
       3595.3046       1.1239406     0.034156768      0.93195941      0.93195809
       3595.5457       1.1241183     0.034069064      0.93226204      0.93226071
       3595.7868       1.1242666     0.033973481      0.93258409      0.93258275
       3596.0279       1.1244181     0.033804530      0.93314042      0.93313907
       3596.2690       1.1245905     0.033659807      0.93362398      0.93362263
       3596.5101       1.1247365     0.033553299      0.93398091      0.93397954
       3596.7512       1.1248817     0.033338124      0.93468441      0.93468303
       3596.9923       1.1250728     0.033122380      0.93539921      0.93539782
       3597.2334       1.1252922     0.032927246      0.93605421      0.93605280
       3597.4745       1.1255703     0.032701259      0.93681967      0.93681825
       3597.7156       1.1258459     0.032693609      0.93688654      0.93688511
       3597.9567       1.1259694     0.032769861      0.93665574      0.93665431
       3598.1978       1.1260472     0.032531155      0.93742385      0.93742241
       3598.4389       1.1262501     0.032233907      0.93840432      0.93840287
       3598.6800       1.1265150     0.032094760      0.93889062      0.93888915
       3598.9211       1.1267561     0.032016187      0.93917819      0.93917672
       3599.1622       1.1269099     0.032030132      0.93915224      0.93915076
       3599.4033       1.1270225     0.031841463      0.93976875      0.93976726
       3599.6444       1.1272216     0.031592578      0.94059572      0.94059422
       3599.8855       1.1274292     0.031524106      0.94084482      0.94084331
       3600.1266       1.1276010     0.031362560      0.94138657      0.94138505
       3600.3677       1.1278048     0.031179998      0.94200238      0.94200084
       3600.6088       1.1280124     0.031063676      0.94240591      0.94240436
       3600.8499       1.1282207     0.030897542      0.94297027      0.94296871
       3601.0910       1.1284388     0.030775088      0.94339593      0.94339437
       3601.3321       1.1286680     0.030624980      0.94391307      0.94391149
       3601.5732       1.1289124     0.030533653      0.94424349      0.94424190
       3601.8143       1.1290897     0.030552186      0.94420653      0.94420494
       3602.0554       1.1292489     0.030378468      0.94478720      0.94478560
       3602.2965       1.1294321     0.030311825      0.94502653      0.94502492
       3602.5376       1.1295600     0.030249386      0.94524198      0.94524036
       3602.7787       1.1297095     0.030023309      0.94599099      0.94598936
       3603.0198       1.1299149     0.029888620      0.94645507      0.94645343
       3603.2609       1.1300660     0.029851063      0.94659455      0.94659291
       3603.5020       1.1301781     0.029659895      0.94722467      0.94722301
       3603.7431       1.1304052     0.029321270      0.94835513      0.94835347
       3603.9842       1.1306897     0.029248934      0.94863250      0.94863082
       3604.2253       1.1309144     0.029178541      0.94889247      0.94889078
       3604.4664       1.1311240     0.029082391      0.94923338      0.94923168
       3604.7075       1.1313015     0.029051657      0.94935578      0.94935408
       3604.9486       1.1314463     0.028942410      0.94972747      0.94972576
       3605.1897       1.1315983     0.028811390      0.95017150      0.95016978
       3605.4308       1.1317716     0.028646614      0.95072957      0.95072784
       3605.6719       1.1319732     0.028501577      0.95122882      0.95122709
       3605.9130       1.1321462     0.028435589      0.95146540      0.95146366
       3606.1541       1.1323261     0.028224146      0.95217769      0.95217593
       3606.3952       1.1325838     0.028056019      0.95276326      0.95276149
       3606.6363       1.1327938     0.028105616      0.95262944      0.95262768
       3606.8774       1.1328796     0.028075070      0.95273474      0.95273297
       3607.1185       1.1329870     0.027800505      0.95364119      0.95363940
       3607.3596       1.1332343     0.027504832      0.95464302      0.95464122
       3607.6007       1.1335301     0.027421390      0.95495960      0.95495780
       3607.8418       1.1337638     0.027402996      0.95505196      0.95505015
       3608.0829       1.1339367     0.027363108      0.95520371      0.95520189
       3608.3240       1.1340996     0.027244104      0.95561289      0.95561107
       3608.5651       1.1342869     0.027125081      0.95602665      0.95602482
       3608.8062       1.1344752     0.027045045      0.95631287      0.95631103
